4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616420481e-09	4.535975274e-09	0.9999999833	4.365375463e-09	3.181774244e-09	
4.616420481e-09	4.535975274e-09	0.9999999833	4.365375463e-09	3.181774244e-09	
4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616752491e-09	4.968576222e-09	0.9999999828	4.365686944e-09	3.276951541e-09	
4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616473899e-09	4.536027551e-09	0.9999999832	4.451558766e-09	3.181809605e-09	
4.616420481e-09	4.535975274e-09	0.9999999833	4.365375463e-09	3.181774244e-09	
4.616473899e-09	4.536027551e-09	0.9999999832	4.451558766e-09	3.181809605e-09	
4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616473899e-09	4.536027551e-09	0.9999999832	4.451558766e-09	3.181809605e-09	
4.616420481e-09	4.535975274e-09	0.9999999833	4.365375463e-09	3.181774244e-09	
4.616473899e-09	4.536027551e-09	0.9999999832	4.451558766e-09	3.181809605e-09	
1.498739508e-08	1.464424426e-08	0.9998587179	0.0001412421905	1.027222087e-08	
4.616367063e-09	4.535922973e-09	0.9999999834	4.280860667e-09	3.181738879e-09	
4.616367063e-09	4.535922973e-09	0.9999999834	4.280860667e-09	3.181738879e-09	
4.616367063e-09	4.535922949e-09	0.9999999834	4.280860645e-09	3.181738875e-09	
4.616699069e-09	4.968518934e-09	0.9999999829	4.281166118e-09	3.276915118e-09	
4.616367063e-09	4.535922949e-09	0.9999999834	4.280860645e-09	3.181738875e-09	
4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616367063e-09	4.535922973e-09	0.9999999834	4.280860667e-09	3.181738879e-09	
4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616367063e-09	4.535922949e-09	0.9999999834	4.280860645e-09	3.181738875e-09	
4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616367063e-09	4.535922973e-09	0.9999999834	4.280860667e-09	3.181738879e-09	
4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616367063e-09	4.535922998e-09	0.9999999834	4.28086069e-09	3.181738883e-09	
4.616367063e-09	4.535922973e-09	0.9999999834	4.280860667e-09	3.181738879e-09	
4.616699069e-09	4.968518961e-09	0.9999999829	4.28116614e-09	3.276915122e-09	
4.616367063e-09	4.535922973e-09	0.9999999834	4.280860667e-09	3.181738879e-09	
4.616420481e-09	4.535975274e-09	0.9999999833	4.365375463e-09	3.181774244e-09	
4.616367063e-09	4.535922998e-09	0.9999999834	4.28086069e-09	3.181738883e-09	
4.616420481e-09	4.535975274e-09	0.9999999833	4.365375463e-09	3.181774244e-09	
4.616367063e-09	4.535922973e-09	0.9999999834	4.280860667e-09	3.181738879e-09	
4.616420481e-09	4.535975274e-09	0.9999999833	4.365375463e-09	3.181774244e-09	
4.616420481e-09	4.535975274e-09	0.9999999833	4.365375463e-09	3.181774244e-09	
4.616367063e-09	4.535922973e-09	0.9999999834	4.280860667e-09	3.181738879e-09	
4.616699069e-09	4.968518961e-09	0.9999999829	4.28116614e-09	3.276915122e-09	
4.616367063e-09	4.535922973e-09	0.9999999834	4.280860667e-09	3.181738879e-09	
4.616420481e-09	4.535975274e-09	0.9999999833	4.365375463e-09	3.181774244e-09	
4.616420481e-09	4.535975274e-09	0.9999999833	4.365375463e-09	3.181774244e-09	
4.616367063e-09	4.535922973e-09	0.9999999834	4.280860667e-09	3.181738879e-09	
4.616420481e-09	4.535975274e-09	0.9999999833	4.365375463e-09	3.181774244e-09	
4.616367063e-09	4.535922998e-09	0.9999999834	4.28086069e-09	3.181738883e-09	
4.616420481e-09	4.535975274e-09	0.9999999833	4.365375463e-09	3.181774244e-09	
4.616699069e-09	4.968518934e-09	0.9999999829	4.281166118e-09	3.276915118e-09	
4.616367063e-09	4.535922949e-09	0.9999999834	4.280860645e-09	3.181738875e-09	
4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616367063e-09	4.535922973e-09	0.9999999834	4.280860667e-09	3.181738879e-09	
4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616367063e-09	4.535922949e-09	0.9999999834	4.280860645e-09	3.181738875e-09	
4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616367063e-09	4.535922973e-09	0.9999999834	4.280860667e-09	3.181738879e-09	
4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616699069e-09	4.968518934e-09	0.9999999829	4.281166118e-09	3.276915118e-09	
4.616752491e-09	4.968576222e-09	0.9999999828	4.365686944e-09	3.276951541e-09	
4.616699069e-09	4.968518961e-09	0.9999999829	4.28116614e-09	3.276915122e-09	
4.616752491e-09	4.968576222e-09	0.9999999828	4.365686944e-09	3.276951541e-09	
4.616699069e-09	4.968518934e-09	0.9999999829	4.281166118e-09	3.276915118e-09	
4.616752491e-09	4.968576222e-09	0.9999999828	4.365686944e-09	3.276951541e-09	
4.616699069e-09	4.968518961e-09	0.9999999829	4.28116614e-09	3.276915122e-09	
4.616752491e-09	4.968576222e-09	0.9999999828	4.365686944e-09	3.276951541e-09	
6.812495886e-08	0.0006666918125	0.9991201973	6.377833845e-08	0.000212978975	
4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616367063e-09	4.535922973e-09	0.9999999834	4.280860667e-09	3.181738879e-09	
4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616367063e-09	4.535922949e-09	0.9999999834	4.280860645e-09	3.181738875e-09	
4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616367063e-09	4.535922973e-09	0.9999999834	4.280860667e-09	3.181738879e-09	
4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616420481e-09	4.535975274e-09	0.9999999833	4.365375463e-09	3.181774244e-09	
4.616473899e-09	4.536027551e-09	0.9999999832	4.451558766e-09	3.181809605e-09	
4.616420481e-09	4.53597525e-09	0.9999999833	4.36537544e-09	3.18177424e-09	
4.616473899e-09	4.536027551e-09	0.9999999832	4.451558766e-09	3.181809605e-09	
4.616420481e-09	4.535975274e-09	0.9999999833	4.365375463e-09	3.181774244e-09	
4.616473899e-09	4.536027551e-09	0.9999999832	4.451558766e-09	3.181809605e-09	
1.498739508e-08	1.464424426e-08	0.9998587179	0.0001412421905	1.027222087e-08	
4.616420481e-09	4.535975274e-09	0.9999999833	4.365375463e-09	3.181774244e-09	
4.616367063e-09	4.535922973e-09	0.9999999834	4.280860667e-09	3.181738879e-09	
4.616420481e-09	4.535975274e-09	0.9999999833	4.365375463e-09	3.181774244e-09	
